,Avg sleep time,Avg study time,Avg video game time,BMI,In a relationship,Family financial status,GPA,Laptop brand,TOEIC grade,IQ,Grade
16891,5,5,11,22.0,No,low,2.2,Dell,465,132,80+
16892,5,4,1,31.0,No,low,4.0,Apple,0,128,80+
16893,5,3,2,25.0,Yes,low,3.7,Apple,730,132,80+
16894,8,2,0,32.0,Yes,low,4.1000000000000005,Leveno,470,138,80+
16895,8,7,9,23.0,Yes,average,4.2,Asus,105,116,80+
16896,7,5,7,26.0,No,average,1.8,Asus,505,131,60~80
16897,8,5,7,32.0,No,average,2.5,Acer,740,114,60~80
16898,8,2,3,35.0,No,high,1.9000000000000001,Dell,760,132,60-
16899,8,2,11,34.0,Yes,low,3.9000000000000004,Apple,605,132,80+
16900,9,8,3,29.0,Yes,average,3.8000000000000003,Apple,535,141,80+
16901,7,11,5,24.0,No,high,2.5,Asus,365,135,60-
16902,5,4,2,32.0,Yes,low,3.8000000000000003,Dell,555,119,80+
16903,9,7,2,22.0,Yes,average,2.3000000000000003,Acer,250,106,60-
16904,5,6,2,34.0,Yes,high,2.5,Leveno,415,118,80+
16905,7,3,1,31.0,No,average,2.9000000000000004,Asus,400,140,60-
16906,6,5,6,20.0,Yes,average,4.0,Dell,620,145,80+
16907,12,4,9,30.0,No,average,2.5,Dell,195,140,60-
16908,7,6,8,27.0,No,average,4.2,Leveno,310,103,80+
16909,6,2,4,23.0,Yes,low,1.8,Asus,565,143,80+
16910,7,3,3,21.0,Yes,high,4.3,Acer,810,132,80+
16911,7,4,13,34.0,No,high,2.9000000000000004,Dell,315,101,60-
16912,8,3,3,29.0,Yes,high,3.2,HP,765,145,60-
16913,7,6,1,27.0,Yes,high,2.9000000000000004,Asus,720,136,80+
16914,6,5,0,22.0,No,low,4.3,Asus,175,133,80+
16915,6,4,0,27.0,No,average,3.3000000000000003,Apple,50,106,60~80
16916,8,1,1,22.0,No,average,2.3000000000000003,Acer,375,146,60-
16917,8,7,2,29.0,No,average,2.9000000000000004,Dell,570,125,80+
16918,10,2,2,27.0,Yes,average,4.2,Acer,285,123,80+
16919,7,4,0,27.0,No,high,1.9000000000000001,Asus,290,128,80+
16920,6,4,2,22.0,Yes,high,4.1000000000000005,Dell,545,114,80+
16921,7,4,0,27.0,No,low,2.5,Dell,850,101,60~80
16922,7,7,0,29.0,No,high,3.6,Asus,365,124,60-
16923,6,5,2,25.0,No,high,4.3,Acer,810,174,80+
16924,8,4,2,35.0,Yes,average,3.0,Apple,175,135,80+
16925,5,3,7,30.0,No,high,3.9000000000000004,HP,465,116,80+
16926,8,5,2,29.0,Yes,high,3.1,HP,695,110,60~80
16927,6,8,2,30.0,No,high,2.4000000000000004,Leveno,645,106,60~80
16928,8,4,3,23.0,No,average,3.3000000000000003,Dell,470,123,80+
16929,4,3,9,33.0,Yes,low,2.8000000000000003,HP,425,130,60-
16930,5,2,2,29.0,No,high,4.2,Acer,790,149,80+
16931,5,2,2,32.0,Yes,high,3.3000000000000003,Dell,105,148,60~80
16932,7,4,7,24.0,Yes,low,3.8000000000000003,Leveno,945,100,80+
16933,10,3,7,35.0,No,low,3.5,Asus,385,128,60-
16934,7,1,0,19.0,Yes,high,2.0,Acer,585,117,60-
16935,3,5,5,22.0,Yes,high,2.3000000000000003,Apple,685,127,80+
16936,7,4,2,33.0,No,high,2.6,Asus,600,100,80+
16937,7,7,13,32.0,Yes,low,4.1000000000000005,Dell,395,121,80+
16938,9,8,6,26.0,No,high,4.1000000000000005,Asus,650,120,80+
16939,12,3,2,20.0,Yes,high,3.9000000000000004,Leveno,640,119,80+
16940,5,2,2,26.0,Yes,low,4.3,Acer,670,134,80+
16941,7,13,0,32.0,No,low,3.2,Apple,840,147,60-
16942,6,7,0,24.0,No,average,2.3000000000000003,Dell,145,104,60~80
16943,6,4,8,28.0,No,average,2.8000000000000003,Leveno,785,100,60-
16944,7,3,1,30.0,No,average,3.3000000000000003,Asus,405,106,80+
16945,8,3,2,29.0,Yes,low,4.0,Asus,410,125,80+
16946,7,11,2,22.0,Yes,high,2.0,Apple,815,136,80+
16947,8,5,2,26.0,Yes,high,3.4000000000000004,Asus,375,110,60-
16948,9,5,2,34.0,Yes,high,2.0,Dell,965,111,80+
16949,6,5,5,24.0,No,high,3.7,HP,570,137,80+
16950,7,4,0,22.0,No,average,2.0,Acer,570,130,60-
16951,7,3,4,27.0,Yes,high,3.9000000000000004,Asus,795,118,80+
16952,8,7,0,31.0,Yes,high,1.9000000000000001,Asus,525,136,60-
16953,7,7,2,26.0,No,high,4.1000000000000005,Apple,170,142,80+
16954,9,7,1,23.0,No,low,4.0,Acer,525,124,80+
16955,6,4,1,27.0,Yes,high,2.2,Asus,315,129,60~80
16956,7,6,6,31.0,No,high,4.2,Acer,370,108,80+
16957,6,3,3,19.0,Yes,average,3.1,Acer,430,115,80+
16958,6,2,13,30.0,No,high,4.2,Leveno,620,121,80+
16959,7,5,3,35.0,Yes,low,4.3,Asus,485,129,80+
16960,4,3,3,27.0,Yes,low,3.9000000000000004,Acer,665,124,80+
16961,6,5,5,25.0,Yes,low,2.4000000000000004,Leveno,950,132,60~80
16962,5,4,7,33.0,No,high,4.1000000000000005,Asus,570,113,80+
16963,6,2,0,20.0,No,high,3.6,Apple,365,149,80+
16964,7,5,8,31.0,Yes,high,2.2,Asus,305,143,60-
16965,5,4,2,20.0,Yes,average,1.8,Apple,580,148,80+
16966,7,3,2,31.0,No,low,3.1,Asus,315,108,60-
16967,7,2,0,27.0,No,low,3.0,Acer,990,117,60-
16968,8,2,2,31.0,Yes,low,2.5,HP,445,119,60-
16969,7,9,0,20.0,Yes,average,2.1,Asus,645,146,60~80
16970,12,2,1,22.0,Yes,low,2.5,Dell,145,122,60-
16971,5,3,0,19.0,No,average,2.7,Acer,845,109,60~80
16972,10,4,3,23.0,Yes,average,3.7,HP,150,145,80+
16973,7,5,0,30.0,No,average,4.1000000000000005,Asus,800,100,80+
16974,7,4,2,27.0,Yes,high,1.9000000000000001,Dell,255,129,60-
16975,9,3,3,26.0,No,low,2.6,Asus,50,142,60-
16976,8,2,2,35.0,No,average,2.3000000000000003,Apple,795,135,60-
16977,7,3,2,33.0,Yes,low,3.6,Asus,545,105,60-
16978,8,2,12,22.0,Yes,average,2.5,HP,505,130,60-
16979,6,5,0,33.0,No,high,2.1,Dell,205,134,60~80
16980,6,1,1,21.0,Yes,low,4.2,HP,990,143,80+
16981,7,3,0,32.0,No,low,2.7,HP,300,120,80+
16982,7,2,5,33.0,Yes,high,3.6,HP,295,116,60-
16983,9,5,2,21.0,No,low,4.2,Asus,315,109,80+
16984,7,10,8,27.0,No,high,3.2,Apple,555,124,80+
16985,6,4,6,34.0,Yes,average,3.0,Apple,510,142,60-
16986,4,4,6,20.0,No,high,2.6,Leveno,960,122,60~80
16987,10,7,0,21.0,No,low,4.3,Asus,925,142,80+
16988,8,4,2,32.0,No,high,2.2,Leveno,410,133,60~80
16989,8,4,1,33.0,Yes,high,2.9000000000000004,Leveno,690,106,60~80
16990,7,2,5,23.0,No,low,1.9000000000000001,Acer,420,138,60-
16991,6,6,0,29.0,Yes,high,3.5,Acer,325,134,60~80
16992,6,2,2,34.0,Yes,average,4.3,Apple,585,132,80+
16993,6,5,3,22.0,No,average,2.3000000000000003,Asus,435,143,80+
16994,9,4,6,20.0,No,average,1.9000000000000001,Apple,490,103,60-
16995,9,5,6,31.0,No,average,2.3000000000000003,Dell,760,139,80+
16996,6,3,0,26.0,Yes,low,3.7,Asus,605,135,80+
16997,4,3,1,28.0,Yes,average,2.7,Leveno,615,119,80+
16998,5,3,0,23.0,No,average,2.3000000000000003,Leveno,370,116,60~80
16999,7,6,2,30.0,No,high,4.0,Leveno,270,146,80+
17000,7,3,5,24.0,Yes,average,1.9000000000000001,HP,650,111,60-
17001,5,6,0,21.0,Yes,high,2.8000000000000003,Asus,490,112,60-
17002,6,2,2,21.0,Yes,low,2.3000000000000003,Asus,755,119,60~80
17003,4,2,12,22.0,No,low,4.3,Acer,240,130,80+
17004,6,3,3,29.0,No,average,3.1,Asus,265,128,60-
17005,10,7,0,31.0,No,average,2.4000000000000004,HP,430,132,60-
17006,8,5,12,31.0,Yes,high,1.8,Asus,255,131,60-
17007,6,4,0,29.0,Yes,high,3.2,Asus,945,101,60~80
17008,7,3,1,33.0,No,low,3.8000000000000003,HP,720,145,80+
17009,6,7,0,32.0,Yes,high,2.0,Asus,715,126,60~80
17010,5,5,1,25.0,Yes,average,2.1,Leveno,345,107,80+
17011,9,5,11,27.0,Yes,average,2.6,Asus,990,142,60-
17012,8,4,6,20.0,No,low,3.6,Dell,850,141,60-
17013,5,2,8,33.0,Yes,high,3.4000000000000004,Asus,340,148,60-
17014,7,3,1,29.0,Yes,average,2.0,Apple,275,138,60-
17015,4,2,10,29.0,Yes,low,3.9000000000000004,Leveno,645,134,80+
17016,10,2,0,25.0,No,high,4.1000000000000005,Leveno,775,125,80+
17017,7,3,3,24.0,Yes,average,2.4000000000000004,Leveno,555,101,60-
17018,7,3,0,33.0,Yes,average,3.0,HP,490,130,80+
17019,10,5,3,31.0,No,average,4.0,Leveno,560,118,80+
17020,4,3,0,31.0,No,high,2.8000000000000003,Leveno,525,112,60-
17021,12,6,0,31.0,Yes,average,4.0,Asus,390,147,80+
17022,8,5,13,26.0,No,average,3.2,HP,655,107,60-
17023,7,0,2,27.0,Yes,high,2.2,Asus,365,134,60-
17024,5,3,2,29.0,No,high,3.6,Leveno,790,133,60~80
17025,8,11,5,32.0,No,high,3.7,HP,990,128,80+
17026,7,4,8,25.0,No,low,4.0,Apple,850,147,80+
17027,6,8,0,30.0,No,high,2.7,Asus,535,129,80+
17028,8,6,10,20.0,No,average,3.0,Dell,775,116,80+
17029,8,11,7,27.0,No,high,2.5,Asus,570,128,80+
17030,8,2,0,33.0,Yes,average,3.8000000000000003,HP,670,138,80+
17031,7,3,4,23.0,Yes,high,3.8000000000000003,Acer,570,117,80+
17032,8,7,2,20.0,No,high,1.8,Apple,470,148,80+
17033,6,2,7,32.0,No,low,2.6,Leveno,610,148,60-
17034,9,3,5,31.0,Yes,average,2.8000000000000003,Asus,410,101,60-
17035,8,3,7,34.0,Yes,average,2.5,Asus,990,131,60-
17036,7,8,4,25.0,Yes,high,3.8000000000000003,Acer,450,146,80+
17037,5,2,2,29.0,No,average,2.7,Dell,525,113,60-
17038,5,3,2,23.0,No,average,3.6,Leveno,675,127,80+
17039,5,2,5,28.0,No,average,2.0,Leveno,270,118,60-
17040,8,6,8,27.0,No,high,2.2,Asus,850,130,80+
17041,8,6,8,29.0,Yes,average,3.1,Asus,820,113,60-
17042,6,2,3,19.0,Yes,average,2.0,Dell,965,109,60~80
17043,6,5,0,35.0,No,low,3.3000000000000003,HP,645,130,60~80
17044,6,6,6,25.0,No,high,2.2,Asus,315,130,80+
17045,5,7,5,30.0,Yes,low,3.7,Apple,755,108,80+
17046,6,5,5,23.0,Yes,average,2.5,Acer,990,131,60~80
17047,6,6,10,20.0,No,average,3.6,Apple,485,109,60~80
17048,8,2,2,31.0,No,average,2.6,Acer,615,103,80+
17049,9,10,6,23.0,Yes,low,4.2,Dell,595,111,80+
17050,12,5,3,23.0,Yes,low,1.9000000000000001,Acer,490,120,60~80
17051,9,4,6,35.0,No,average,4.2,Acer,640,129,80+
17052,6,2,1,28.0,Yes,high,2.5,Acer,915,100,60~80
17053,7,5,1,32.0,Yes,average,3.5,Apple,375,134,60~80
17054,11,6,2,25.0,Yes,high,2.7,Leveno,225,147,60-
17055,7,5,5,19.0,Yes,low,2.1,Dell,645,140,60-
17056,6,3,10,19.0,Yes,high,2.3000000000000003,HP,555,145,60-
17057,5,3,1,25.0,Yes,high,3.6,Acer,500,139,60-
17058,7,5,10,25.0,No,low,3.4000000000000004,Leveno,590,138,60-
17059,11,4,9,24.0,No,low,2.6,Apple,150,102,60-
17060,8,3,3,28.0,Yes,average,1.9000000000000001,Acer,930,149,80+
17061,6,6,2,25.0,Yes,low,2.9000000000000004,Leveno,320,113,60~80
17062,5,7,13,27.0,Yes,average,3.9000000000000004,Leveno,875,114,80+
17063,8,4,1,20.0,No,low,2.2,Leveno,235,144,60-
17064,7,6,2,21.0,No,low,1.9000000000000001,Asus,625,135,80+
17065,8,7,0,30.0,Yes,high,3.5,HP,525,117,80+
17066,7,13,9,20.0,No,high,3.3000000000000003,Acer,660,121,60~80
17067,5,4,2,29.0,Yes,low,2.3000000000000003,Leveno,545,141,60~80
17068,8,6,0,28.0,Yes,average,2.8000000000000003,Apple,475,168,80+
17069,6,3,1,23.0,No,low,4.3,Dell,25,125,80+
17070,9,2,2,20.0,No,low,1.8,Asus,350,147,80+
17071,7,3,0,25.0,No,high,2.2,Leveno,355,137,60-
17072,5,4,13,35.0,No,average,3.3000000000000003,Apple,155,133,60-
17073,5,2,0,33.0,Yes,high,2.1,Acer,710,128,80+
17074,7,3,3,22.0,No,high,3.2,Dell,785,102,60-
17075,7,4,6,29.0,No,high,3.0,Asus,530,111,60-
17076,5,2,3,20.0,No,high,4.0,Leveno,170,106,80+
17077,10,6,7,25.0,Yes,high,1.8,Acer,65,146,60-
17078,5,3,4,32.0,Yes,high,3.4000000000000004,Dell,390,142,60-
17079,7,6,2,32.0,No,low,3.0,Asus,85,130,80+
17080,6,2,3,29.0,Yes,low,3.5,Apple,615,119,60-
17081,8,10,13,21.0,Yes,average,2.8000000000000003,Acer,250,148,60-
17082,7,3,2,35.0,Yes,low,2.5,Acer,400,148,60~80
17083,10,7,5,32.0,Yes,high,2.9000000000000004,Apple,490,149,80+
17084,4,9,13,25.0,Yes,low,4.2,Acer,340,145,80+
17085,11,6,6,35.0,No,high,3.1,Leveno,500,137,60-
17086,9,3,4,28.0,Yes,high,2.9000000000000004,Asus,330,118,60-
17087,7,4,13,33.0,Yes,average,2.3000000000000003,Asus,900,101,60-
17088,8,4,9,22.0,No,low,4.3,Acer,0,136,80+
17089,5,3,8,31.0,Yes,average,2.4000000000000004,Apple,285,105,60-
17090,7,3,0,20.0,No,low,2.3000000000000003,Asus,665,148,60~80
17091,3,14,1,30.0,No,average,4.3,Apple,815,136,80+
17092,7,2,8,32.0,No,high,4.1000000000000005,Acer,355,132,80+
17093,6,2,0,34.0,Yes,average,2.6,Acer,410,112,60-
17094,6,2,2,26.0,No,low,2.0,Asus,665,139,60-
17095,8,5,1,19.0,Yes,low,2.9000000000000004,HP,735,148,60~80
17096,5,5,8,34.0,No,average,3.1,Leveno,300,145,80+
17097,8,2,2,23.0,No,low,3.4000000000000004,Leveno,515,111,80+
17098,7,4,7,30.0,Yes,average,1.8,Asus,550,149,60-
17099,7,3,0,19.0,No,low,4.1000000000000005,Asus,445,115,80+
17100,7,6,1,23.0,Yes,high,4.2,Asus,295,116,80+
17101,5,2,12,19.0,Yes,high,1.8,Apple,300,123,80+
17102,7,6,3,24.0,No,low,2.9000000000000004,HP,330,103,60-
17103,7,5,3,28.0,Yes,average,3.3000000000000003,Apple,545,129,60-
17104,5,2,5,23.0,No,low,2.7,Asus,525,129,60-
17105,5,8,3,31.0,No,low,3.5,Leveno,365,121,80+
17106,7,4,1,24.0,Yes,high,3.9000000000000004,Asus,435,141,80+
17107,6,3,2,24.0,No,average,2.6,Asus,540,133,60~80
17108,9,2,1,30.0,Yes,high,2.2,Dell,200,138,60~80
17109,11,11,9,33.0,Yes,high,4.2,Asus,880,141,80+
17110,8,3,13,24.0,No,high,3.4000000000000004,Dell,280,105,60-
17111,7,3,12,21.0,Yes,low,2.4000000000000004,Leveno,990,147,60-
17112,7,5,8,34.0,No,high,1.9000000000000001,Asus,775,144,80+
17113,8,3,2,34.0,No,high,3.7,HP,620,115,80+
17114,5,5,2,30.0,Yes,high,3.8000000000000003,Acer,950,117,80+
17115,5,4,0,30.0,No,low,4.0,HP,480,100,80+
17116,5,3,7,19.0,No,low,1.8,Acer,715,148,60-
17117,7,4,0,32.0,Yes,average,4.3,Apple,295,148,80+
17118,4,5,0,30.0,No,low,4.2,HP,550,132,80+
17119,7,4,0,30.0,No,low,4.0,Acer,680,141,80+
17120,7,6,4,21.0,No,average,3.2,Acer,150,129,60~80
17121,8,8,10,33.0,Yes,high,4.2,HP,295,142,80+
17122,9,4,1,30.0,No,high,2.7,Apple,755,149,80+
17123,8,3,10,25.0,No,average,3.7,HP,695,113,80+
17124,7,5,0,29.0,Yes,low,3.7,Leveno,895,104,80+
17125,5,6,10,32.0,Yes,high,2.4000000000000004,Apple,815,121,80+
17126,7,3,11,27.0,No,low,3.2,Dell,925,103,60-
17127,6,2,2,26.0,Yes,high,2.7,Apple,0,117,80+
17128,6,4,3,20.0,Yes,high,4.2,HP,440,116,80+
17129,11,5,2,25.0,No,average,3.7,Leveno,620,111,80+
17130,8,6,1,28.0,Yes,average,2.1,Apple,690,145,80+
17131,8,2,0,19.0,Yes,average,2.0,Acer,805,147,80+
17132,10,7,0,32.0,No,high,4.1000000000000005,Dell,180,142,80+
17133,9,4,11,35.0,No,average,2.3000000000000003,HP,660,135,60-
17134,8,3,0,33.0,No,high,2.0,Acer,505,130,60-
17135,10,6,13,25.0,Yes,high,2.1,Dell,800,147,60-
17136,7,6,2,22.0,No,average,3.4000000000000004,Apple,400,117,80+
17137,8,4,13,20.0,No,low,3.8000000000000003,Apple,285,111,80+
17138,6,4,2,23.0,Yes,low,2.5,Dell,180,110,80+
17139,7,7,9,32.0,Yes,high,4.3,Leveno,400,129,80+
17140,10,3,10,25.0,No,low,4.2,Asus,350,146,80+
17141,5,3,0,22.0,Yes,low,2.9000000000000004,Apple,490,147,60~80
17142,4,4,2,30.0,Yes,low,2.1,Apple,125,148,60~80
17143,7,2,13,31.0,Yes,low,2.4000000000000004,Apple,500,138,60-
17144,11,7,2,19.0,No,average,4.3,Leveno,625,112,80+
17145,9,14,1,35.0,Yes,high,2.2,HP,380,111,60-
17146,7,1,3,19.0,No,high,3.9000000000000004,Asus,680,121,80+
17147,9,2,4,34.0,No,low,3.5,Leveno,760,105,60~80
17148,4,4,3,22.0,Yes,high,4.2,Asus,780,119,80+
17149,8,2,8,34.0,No,average,3.6,Leveno,625,145,60-
17150,4,2,0,27.0,Yes,average,1.9000000000000001,Dell,885,128,60~80
17151,6,7,0,20.0,Yes,low,2.0,Apple,5,140,60-
17152,4,6,0,27.0,No,high,1.9000000000000001,Dell,390,138,60~80
17153,5,3,4,22.0,Yes,high,2.8000000000000003,Dell,535,160,80+
17154,7,7,2,22.0,Yes,average,2.5,Acer,650,120,60~80
17155,5,11,4,32.0,Yes,low,3.1,Acer,755,126,80+
17156,8,4,13,27.0,Yes,high,1.8,Asus,540,144,60-
17157,9,5,2,31.0,Yes,average,2.7,Acer,960,124,80+
17158,8,5,2,35.0,No,low,2.2,HP,350,132,60-
17159,5,3,11,22.0,Yes,average,2.2,HP,625,141,60-
17160,9,7,9,22.0,Yes,high,2.6,Acer,600,140,60-
17161,5,7,0,25.0,Yes,average,2.8000000000000003,Dell,155,103,60-
17162,7,6,1,35.0,No,high,3.6,Apple,260,122,80+
17163,5,3,8,24.0,No,high,3.4000000000000004,Leveno,300,126,60-
17164,7,2,2,27.0,No,high,1.9000000000000001,Leveno,195,129,60-
17165,5,6,3,31.0,Yes,low,3.4000000000000004,HP,405,119,60~80
17166,12,7,0,29.0,No,low,1.8,Dell,295,104,60-
17167,6,8,6,22.0,No,high,3.5,HP,385,130,80+
17168,6,5,10,21.0,Yes,high,2.7,Leveno,700,106,60-
17169,6,5,13,22.0,Yes,average,4.0,HP,460,149,80+
17170,7,2,1,27.0,Yes,low,3.3000000000000003,Dell,320,113,60~80
17171,10,4,2,27.0,No,low,3.2,Acer,660,141,60-
17172,6,4,1,35.0,Yes,high,3.3000000000000003,Asus,825,136,60~80
17173,12,3,3,27.0,Yes,average,3.2,HP,505,133,80+
17174,5,12,11,30.0,Yes,high,3.0,HP,790,125,60-
17175,7,3,13,28.0,Yes,low,3.1,Leveno,135,107,60-
17176,8,8,10,22.0,Yes,average,2.6,HP,430,129,60-
17177,6,4,6,29.0,No,average,4.1000000000000005,HP,390,129,80+
17178,7,3,3,19.0,No,low,2.6,Acer,190,101,80+
17179,5,4,1,24.0,Yes,low,1.9000000000000001,Asus,0,140,60-
17180,9,8,0,34.0,No,low,3.4000000000000004,Dell,295,142,60-
17181,7,4,5,25.0,No,high,4.3,Apple,335,131,80+
17182,5,4,2,27.0,Yes,low,3.9000000000000004,Dell,35,107,80+
17183,9,4,8,23.0,No,high,3.8000000000000003,Asus,780,120,80+
17184,8,4,0,22.0,No,high,2.2,Asus,770,136,80+
17185,7,5,8,33.0,No,average,2.5,Leveno,505,101,80+
17186,9,4,0,26.0,No,low,2.7,Asus,530,140,60-
17187,8,5,9,21.0,Yes,high,3.9000000000000004,HP,650,145,80+
17188,6,4,2,24.0,No,high,3.3000000000000003,Asus,725,140,80+
17189,7,1,12,21.0,Yes,high,3.0,Dell,705,109,60-
17190,10,3,0,32.0,No,high,2.8000000000000003,HP,700,119,80+
17191,9,8,0,35.0,Yes,average,3.6,Acer,660,122,80+
17192,10,12,2,26.0,Yes,average,3.0,HP,400,117,60~80
17193,5,4,3,32.0,Yes,average,2.9000000000000004,Leveno,195,126,80+
17194,8,4,2,21.0,Yes,low,3.3000000000000003,HP,580,108,80+
17195,7,3,0,27.0,No,low,2.6,Acer,120,102,60-
17196,6,6,13,30.0,No,high,2.0,HP,425,112,60-
17197,6,3,6,20.0,Yes,high,3.9000000000000004,Apple,745,135,80+
17198,9,6,4,22.0,No,low,1.9000000000000001,Dell,380,133,60-
17199,8,5,2,25.0,Yes,low,2.5,Apple,70,101,60-
17200,4,4,2,29.0,Yes,low,2.5,Dell,585,137,60-
17201,9,3,6,32.0,Yes,average,4.3,Dell,925,137,80+
17202,6,8,13,30.0,No,average,2.1,Dell,580,148,60-
17203,8,4,6,19.0,No,high,2.2,HP,470,120,60-
17204,6,4,2,28.0,No,high,4.2,Dell,670,116,80+
17205,6,8,0,25.0,Yes,high,3.7,Leveno,275,101,80+
17206,11,2,2,34.0,No,average,3.8000000000000003,HP,390,107,80+
17207,8,7,10,29.0,Yes,high,2.4000000000000004,HP,475,129,60-
17208,8,8,2,21.0,No,average,3.9000000000000004,Apple,625,134,80+
17209,6,13,6,26.0,Yes,low,2.1,Acer,565,101,60-
17210,11,4,3,27.0,Yes,low,1.9000000000000001,Acer,285,128,60-
17211,12,6,11,35.0,Yes,average,1.9000000000000001,Asus,735,125,60-
17212,8,3,2,31.0,Yes,high,2.7,Leveno,70,102,60~80
17213,11,6,2,34.0,Yes,average,3.6,Asus,780,134,80+
17214,6,7,6,24.0,No,average,2.6,Dell,385,103,60-
17215,11,5,6,26.0,Yes,high,3.3000000000000003,HP,600,146,60-
17216,3,1,3,25.0,Yes,low,1.8,Asus,875,109,60~80
17217,8,4,4,21.0,Yes,average,3.8000000000000003,Apple,775,108,80+
17218,9,3,2,27.0,No,high,4.3,Acer,250,130,80+
17219,6,3,2,27.0,No,average,2.1,Acer,900,147,60~80
17220,8,5,1,24.0,No,average,2.3000000000000003,Acer,190,115,60-
17221,6,4,9,25.0,No,average,3.2,Asus,445,129,60-
17222,7,5,1,27.0,Yes,average,2.7,HP,520,103,60-
17223,8,8,2,28.0,No,low,2.8000000000000003,Apple,140,110,60~80
17224,8,4,11,20.0,No,low,4.1000000000000005,Leveno,345,109,80+
17225,8,7,8,33.0,Yes,high,3.9000000000000004,Acer,260,116,80+
17226,8,4,0,19.0,Yes,high,2.3000000000000003,HP,565,144,60~80
17227,8,6,0,20.0,Yes,low,2.7,Dell,165,138,60-
17228,8,5,1,33.0,No,average,4.2,Asus,400,111,80+
17229,6,3,1,25.0,Yes,low,1.9000000000000001,Apple,620,128,80+
17230,5,3,2,29.0,No,low,2.0,Leveno,655,115,60-
17231,7,3,7,34.0,No,average,3.4000000000000004,Apple,195,141,60-
17232,7,2,0,19.0,Yes,low,3.2,HP,135,129,80+
17233,7,5,13,30.0,Yes,low,2.2,Apple,705,105,60-
17234,10,5,0,29.0,Yes,low,4.0,Leveno,425,145,80+
17235,7,5,13,23.0,No,average,2.8000000000000003,HP,730,113,60~80
17236,5,3,0,27.0,No,high,2.4000000000000004,Apple,775,129,80+
17237,8,3,1,21.0,Yes,low,4.2,Leveno,155,144,80+
17238,7,6,0,25.0,No,high,2.6,Asus,810,120,60~80
17239,9,4,0,31.0,Yes,low,2.9000000000000004,Apple,650,135,80+
17240,7,7,8,22.0,No,low,3.8000000000000003,Apple,290,136,80+
17241,5,3,2,22.0,No,average,3.6,Acer,730,136,60~80
17242,5,2,2,28.0,Yes,high,4.2,Asus,295,129,80+
17243,6,3,7,19.0,Yes,high,1.9000000000000001,Asus,475,112,60-
17244,8,7,3,26.0,No,average,2.0,Leveno,170,131,60~80
17245,7,8,3,24.0,No,low,3.0,Apple,415,101,80+
17246,8,2,6,25.0,Yes,high,2.5,Apple,755,101,80+
17247,8,6,3,33.0,No,low,2.3000000000000003,Apple,445,121,80+
17248,12,3,7,28.0,No,high,3.6,Dell,715,118,60-
17249,5,14,8,31.0,Yes,low,3.6,Apple,505,134,80+
17250,8,7,6,30.0,Yes,low,4.1000000000000005,Leveno,505,134,80+
17251,5,9,1,24.0,Yes,low,3.5,Dell,50,137,80+
17252,6,3,8,29.0,Yes,average,2.3000000000000003,HP,545,127,60-
17253,12,3,0,34.0,Yes,low,2.4000000000000004,Apple,330,109,60-
17254,4,3,0,27.0,Yes,high,2.2,Leveno,740,144,80+
17255,8,6,2,33.0,Yes,average,2.4000000000000004,Acer,990,107,60~80
17256,6,5,11,35.0,Yes,high,2.9000000000000004,HP,685,159,80+
17257,8,4,2,33.0,No,low,2.6,Apple,380,126,60~80
17258,11,6,7,25.0,No,high,3.4000000000000004,Dell,570,125,80+
17259,4,5,8,19.0,No,low,3.4000000000000004,Dell,465,146,80+
17260,6,5,0,30.0,Yes,low,2.6,Dell,0,134,60~80
17261,8,4,13,24.0,No,average,1.8,Apple,55,145,60-
17262,4,13,12,19.0,No,average,4.3,Dell,440,131,80+
17263,6,3,0,21.0,No,low,3.9000000000000004,HP,200,109,80+
17264,7,4,0,32.0,No,low,3.5,Apple,885,149,60~80
17265,6,6,9,32.0,No,average,2.2,Leveno,480,140,60-
17266,9,3,0,27.0,Yes,high,2.5,Acer,555,117,80+
17267,6,14,4,22.0,Yes,high,2.3000000000000003,Apple,190,106,80+
17268,4,3,11,22.0,No,high,4.3,Apple,755,120,80+
17269,8,6,0,27.0,Yes,average,2.6,Asus,770,149,80+
17270,7,3,12,23.0,No,high,2.4000000000000004,Asus,595,109,60-
17271,8,4,1,19.0,No,low,2.4000000000000004,Acer,790,139,80+
17272,4,7,10,29.0,Yes,low,1.9000000000000001,Dell,690,137,60-
17273,6,5,1,22.0,Yes,average,3.2,Asus,255,149,60-
17274,6,3,13,34.0,No,high,2.4000000000000004,Asus,705,147,60-
17275,6,3,10,27.0,No,low,3.5,Apple,305,119,60-
17276,7,6,4,20.0,No,average,3.3000000000000003,Dell,250,126,80+
17277,5,5,1,22.0,No,high,2.1,HP,345,122,60-
17278,9,5,0,33.0,Yes,high,2.4000000000000004,Apple,0,134,80+
17279,8,3,0,19.0,Yes,average,2.6,Dell,725,142,60~80
17280,6,3,6,22.0,No,low,1.9000000000000001,HP,765,142,60-
17281,3,3,7,35.0,No,high,2.8000000000000003,Acer,870,137,60~80
17282,5,3,6,29.0,No,high,2.1,Asus,260,143,60-
17283,10,2,10,24.0,Yes,high,4.2,Acer,710,100,80+
17284,7,2,6,20.0,Yes,average,2.7,HP,755,119,60-
17285,4,4,1,19.0,No,low,3.1,Apple,505,114,60-
17286,3,6,0,27.0,No,high,2.7,Acer,455,144,60~80
